"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65"
"SAN BARTOLOME APOSTOL";"834630";"SAN BARTOLOME APOSTOL";"34";"XABIA(Alacant)";"8";"ROQUES,1O";"13";"3730";"966460300";"VICENTE.GILABERT@YAHOO.ES";;"10";"25";"38";;"1";"3";"LUNES DE 17 A 19H";"216";"251";"328";"139";"50";"1360";"393";"10";"Sí";;"1";;"1";"3390";"3384";"10308";"463";"2400";;;;;;;"4843";"24788";"6700";"7478";;"550";"1906";;;;"1942";"463";"3400";;;;;"22439";;;"219";"2013"
"NTRA.SRA.DEL LORETO";"834631";"NTRA.SRA.DEL LORETO";"34";"XABIA(Alacant)";"8";"SAN PIO X,9";"13";"3730";"965791286";"PARROQUIADELMAR@GMAIL.COM";;"2";"25";"27";"5";"1";"2";"LUNES DE 18 A 19,30H";"22";"50";"53";"19";"19";"2194";"691";"7";;;;;;"2169";;"46445";"3071";"3070";;;;;;;"2415";"57170";"15672";"13173";;;"3067";"306";;;"250";"3071";"3069";;"500";"2950";"109";"42167";;;"219";"2013"
"NATIVIDAD DE NTRA.SRA";"834632";"NATIVIDAD DE NTRA.SRA";"34";"ALCALALI(Alacant)";"8";"CAUDILLO,4";"13";"3728";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"PURISIMA CONCEPCION Y S.PEDRO APOSTOL";"834633";"PURISIMA CONCEPCION Y S.PEDRO APOSTOL";"34";"BENISSA(Alacant)";"8";"C/ San Pedro,nº 1";"13";"3720";"965730169";;;"9";"22";"31";;"1";"2";"2º Y 4º JUEVES DE CADA MES DE 18 A 19H";"29";"10";"17";"22";"17";"119";"35";;;;"1";;;;;"8893";"525";"1364";"90";;;"8000";;;;"18872";"115";"3806";"2314";"55";"150";;"1033";"319";"560";"525";"1364";;;"319";;"10560";;;"219";"2013"
"SANTA MARIA MAGDALENA";"834634";"SANTA MARIA MAGDALENA";"34";"BENITACHELL(Alacant)";"8";"PL.IGLESIA,4";"13";"3726";"966493497";;;"2";"9";"11";;;;;"15";"15";"14";"16";"9";"116";"28";;;;;;;;;"960";;;;;;;;"1800";;"2760";"300";"1800";;;;;"340";;;;;;;;"122";"2562";;;"219";"2013"
"NATIVIDAD DE NTRA.SRA.";"834635";"NATIVIDAD DE NTRA.SRA.";"34";"JALON(Alacant)";"8";"PLAZA MAYOR,6";"13";"3727";"966480043";"PARROQUIAXALO@GMAIL.COM";;"1";"15";"16";"2";;;;;;;;"10";;;;;;;;"1";"885";;;"245";;;;;;;;"2412";"3542";"52";"2080";;;;;;;;;"700";;;"700";"2200";"5732";;;"219";"2013"
"SANTOS COSME Y DAMIAN";"834636";"SANTOS COSME Y DAMIAN";"34";"LLIBER(Alacant)";"8";"PL.CAUDILLO,10";"13";"3729";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"PURISIMA CONCEPCION";"834638";"PURISIMA CONCEPCION";"34";"PARCENT(Alacant)";"8";"CAUDILLO,S/N";"13";"3792";"965583318";"SARRIONGARCIA@HOTMAIL.COM";;"3";"4";"7";;;;;;"2";;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";"2013"
"SANTA CATALINA VIRGEN Y MARTIR";"834639";"SANTA CATALINA VIRGEN Y MARTIR";"34";"SENIJA(Alacant)";"8";"PL.GENERALISIMO,S/N";"13";"3729";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA CATALINA VIRGEN Y MARTIR";"834640";"SANTA CATALINA VIRGEN Y MARTIR";"34";"TEULADA(Alacant)";"8";"PL.ESPAÑA,6";"13";"3725";"965740570";;;"2";"12";"14";;;;"JUEVES ALTERNOS DE 17 A 20H";"53";"42";"72";"23";"15";"267";"70";"1";"Sí";;;;;;;"2503";"787";;;;;;;"290";"148";"3728";"320";"2351";;"93";"53";;;;;;"787";;;;"125";"3729";;;"219";"2013"
"NTRA.SRA.DE LOS DESAMPARADOS";"834641";"NTRA.SRA.DE LOS DESAMPARADOS";"34";"TEULADA-MORAIRA(Alacant)";"8";"DR.CALATAYUD,29";"13";"3724";;;;"4";"3";"7";"1";"1";"1";;"60";"62";"150";"42";"39";"192";"70";;"Sí";;"1";;;;;"2217";"665";;;;;;;"40";;"2922";;"1862";;;;;;;;;;;;;;"1862";;;"219";"2013"
"SAN VICENTE FERRER";"834642";"SAN VICENTE FERRER";"34";"ADSUBIA(Alacant)";"8";"PRINCIPAL,16";"13";"3786";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JOSE";"834643";"SAN JOSE";"34";"BENICHEMBLA(Alacant)";"8";"CAUDILLO,1";"13";"3794";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ANDRES APOSTOL";"834644";"SAN ANDRES APOSTOL";"34";"BENIMELI(Alacant)";"8";"PL.MAYOR,11";"13";"3769";"965587116";"MMUT@IIES.ES";;"2";"10";"12";;;;"SIN HORARIO";;"4";;"4";"1";"9";"2";;;"1";;"1";"1";"1322";;"988";"121";"705";;;;;;;"1503";"4639";;"658";;;;;;;;"121";"705";;"1000";"3500";;"5984";;;"219";"2013"
"SANTA ANA";"834645";"SANTA ANA";"34";"CASTELL DE CASTELLS(Alacant)";"8";"PL.IGLESIA,1";"13";"3793";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"834649";"SAN MIGUEL ARCANGEL";"34";"MURLA(Alacant)";"8";"DIPUTACION,2";"13";"3792";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NACIMIENTO DEL SEÑOR";"834650";"NACIMIENTO DEL SEÑOR";"34";"ORBA(Alacant)";"8";"L'ABADIA,3";"13";"3790";;;;;"7";"7";;;;"LUNES DE 16 A 18H";"2";"17";"13";"7";"1";"80";"32";"1";;"1";;;;;;"900";;;;;;;;;"2785";"3685";"461";"250";;;;"34";;;;"200";"600";;"1000";"100";"700";"3345";;;"219";"2013"
"ASUNCION DE NTRA.SRA.-SAGRADA FAMILIA";"834651";"ASUNCION DE NTRA.SRA.-SAGRADA FAMILIA";"34";"PEGO(Alacant)";"8";"STO. DOMINGO,3";"13";"3780";"965570367";;;"4";"18";"22";;;;"MIERCOLES DE 18,30 A 20H";"12";"35";"5";"42";"11";;;;;;"1";;;"2528";"2732";"2628";"1450";"1275";;;;"1000";;;"1278";"12891";"3946";"279";;"452";;"362";;;"208";"1450";"1500";;;;"144";"8341";;;"219";"2013"
"SAN FRANCISO DE PAULA";"834653";"SAN FRANCISO DE PAULA";"34";"RAFOL DE ALMUNIA(Alacant)";"8";"MAYOR,1";"13";"3769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN SEBASTIAN MARTIR";"834654";"SAN SEBASTIAN MARTIR";"34";"SAGRA(Alacant)";"8";"MAYOR,1";"13";"3769";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN LUIS BERTRAN";"834655";"SAN LUIS BERTRAN";"34";"TORMOS(Alacant)";"8";"PL.AYUNTAMIENTO,S/N";"13";"3795";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"PURISIMA CONCEPCION";"834656";"PURISIMA CONCEPCION";"34";"VALL D'ALCALA(Alacant)";"8";"OBIAPO VILAPLANA,3";"13";"3788";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"834657";"SAN MIGUEL ARCANGEL";"34";"LA VALL DE  EBO(Alacant)";"8";"IGLESIA,2";"13";"3789";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"interparroquial vall de gallinera";"834658";"interparroquial vall de gallinera";"34";"VALL DE GALLINERA BENIALI(Alacant))";"8";"PL.IGLESIA,7";"13";"3787";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA ANA";"834664";"SANTA ANA";"34";"VALL DE LAGUART-CAMPELL(Alacant)";"8";"PL.SANTA ANA,3";"13";"3791";"965583318";"SARRIONGARCIA@HOTMAIL.COM";;"1";"11";"12";;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";"2013"
"NATIVIDAD DE NUESTRA SEÑORA";"626509";"NATIVIDAD DE NUESTRA SEÑORA";"26";"BENILLOBA";"6";"PLAZA DE LA IGLESIA";"4";"3810";"965517028";;;;"8";"8";;;;"LUNES DE 17 A 19,30H";"2";"4";;"6";"2";"14";"6";;;"1";"1";;;;"319";"360";;"500";"115";;;;;;;"1294";"80";"47";"74";"212";;;;;;;"500";;;;;"913";;;"219";"2013"
"CARITAS INTERPARROQUIAL DE GANDIA";"8331";"CARITAS INTERPARROQUIAL DE GANDIA";"33";"GANDIA";"8";"PLAZA MAYOR,11";"16";"46701";"962873364";"INTERPARROQUIAL@CARITASGANDIA.ORG";;;"7";;;"4";;"LUNES MIERCOLES Y VIERNES DE 10 A 12H";"174";"337";"229";"282";"104";"1304";"437";;;;;;;;"38758";"31633";"4371";"5000";"10000";"5233";"10000";"72267";"3000";;"43547";"223809";"7029";;"69421";"2006";"1447";"476";"131023";"4079";"13606";;;;;"2447";"5233";"236767";;;"219";"2013"
"SAN JAIME APOSTOL";"731525";"SAN JAIME APOSTOL";"31";"ALGEMESI";"7";"ABADIA,2";"14";"46680";"962421147";;"http://www.santjaumealgemesi.es/";"22";"45";"67";"1";"3";"11";"MARTES DE 19,30 A 21H";"12";"100";"62";"50";;"450";"202";"3";"Sí";"1";;"1";"1";"11350";;"2245";"1313";"3300";;;;;;"987";;"19195";"926";"2842";"7700";"500";;;;;;"1313";"3300";;;;"31";"16612";;;"219";"2013"
"ARCIPRESTAL DE ALGEMESÍ";"7312";"ARCIPRESTAL DE ALGEMESÍ";"31";"ALGEMESÍ";"7";;"14";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"INTERPARROQUIAL SAN JOSE I SAN PEDRO";"8333";"INTERPARROQUIAL SAN JOSE I SAN PEDRO";"33";"TAVERNES DE LA VALLDIGNA";"8";"SAN JOSE, 56";"16";"46760";"962821377";"JOVIYO@GMAIL.COM";;"5";"5";"10";;"2";"1";"PARROQUIAL";;;;;;;;"4";"Sí";;;;;;"2035";"13597";;;;;;"13360";;"2500";"41270";"72762";;;"67591";;;;;;"416";;;;;;"11687";"79694";;;"219";"2013"
"SAN JOSE";"833613";"SAN JOSE";"33";"TAVERNES DE LA VALLDIGNA";"8";"SAN JOSE, 56";"16";"46760";"962821377";"JOVITO@GMAIL.COM";;"6";"7";"13";;"1";"1";"MARTES DE 17,30 A 18,30H";"21";"77";"26";"72";"28";"312";"122";"1";"Sí";;"1";;"1";;;"3405";"575";"365";;;;;;;;"4345";"1294";;;;;;;;;"575";"365";;;;"7";"2241";;;"219";"2013"
"CARITAS INTERPARROQUIAL DE REQUENA";"5214";"CARITAS INTERPARROQUIAL DE REQUENA";"21";"REQUENA";"5";"LAMO DE ESPINOSA,4";"20";"46340";"902303375";;;"10";"45";"55";"3";;"10";"LUNES Y VIERNES DE 11 A 13H
L-M-DE 16 A 18H";"22";"56";"47";"31";"78";"121";"52";"9";;;;;;"2386";"5441";"12072";"2934";;;"10302";"6400";"8000";;;"1563";"49098";"5470";"18766";;"1184";"596";"2653";"6819";;"6910";"785";"1000";;;;"607";"44790";;;"219";"2013"
"COMISION INTERPARROQUIAL DE INMIGRANTES";"5185";"COMISION INTERPARROQUIAL DE INMIGRANTES";"18";"LLIRIA";"5";"ALcUBLAS,3";"2";"46160";;;;"14";"12";"26";"6";"3";"2";"JUEVES DE 18 A 21H";"131";"141";"235";"37";"54";"884";"328";"5";;;;;;;;"4203";;;;;;;;;"2160";"6363";"352";"764";;"286";"331";"218";;;"91";;;;;;"14";"2056";;;"219";"2013"
"CARITAS INTERPARROQUIAL SAN PIO X";"2076";"CARITAS INTERPARROQUIAL SAN PIO X";"7";"VALENCIA";"2";"PLAZA ROSARIO,2";"21";"46011";"609466151";"JVC-CAPILLA@hotmail .com";;"9";"21";"30";;"1";"4";"EG. VERA LUNES DE 17 A 19H
IG.ROSARIO MARTES DE 17 A 19H";"340";"1120";"174";"1287";"209";"5172";"209";;"Sí";;;"1";"1";"11493";"1200";"8616";"2736";"3650";"15800";"4500";"12500";;;"2120";"1500";"64115";"13849";"18100";"6800";"400";;"4118";"12500";;"300";"2736";"3650";;;;"1075";"63528";;;"219";"2013"
"SAN JOSEMARÍA ESCRIVÁ";"209679";"SAN JOSEMARÍA ESCRIVÁ";"9";"valencia";"2";"SAN CLEMENTE, 14";"21";"46015";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";
"LOS MÁRTIRES VALENCIANOS";"205680";"LOS MÁRTIRES VALENCIANOS";"5";"valencia";"2";"Luís García berlanga, s/n";"21";"46023";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";
"CRISTO REDENTOR Y SAN RAFAEL ARCANGEL";"207060";"CRISTO REDENTOR Y SAN RAFAEL ARCANGEL";"7";"VALENCIA";"2";"REINA,96";"21";"46011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";"2013"
"MARIA INMACULADA(NTRA. SRA. DE VERA)";"207061";"MARIA INMACULADA(NTRA. SRA. DE VERA)";"7";"VALENCIA";"2";"MENDIZABAL,17";"21";"46011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";"2013"
"NUESTRA SEÑORA DE LA BUENA GUIA";"207063";"NUESTRA SEÑORA DE LA BUENA GUIA";"7";"VALENCIA";"2";"EUGENIA VIÑES, 235";"21";"46011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";"2013"
"NUESTRA SEÑORA DE LOS ANGELES";"207062";"NUESTRA SEÑORA DE LOS ANGELES";"7";"VALENCIA";"2";"PLAZA DE LA IGLESIA DE LOS ANGELES";"21";"46011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";"2013"
"NUESTRA SEÑORA DEL ROSARIO";"207064";"NUESTRA SEÑORA DEL ROSARIO";"7";"VALENCIA";"2";"PLAZA DEL ROSARIO,4";"21";"46011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";"2013"
"PRECIOSISIMA SANGRE";"207065";"PRECIOSISIMA SANGRE";"7";"VALENCIA";"2";"AVDA. DE LA MALVARROSA,22";"21";"46011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";"2013"
"SAN VICENTE FERRER";"207066";"SAN VICENTE FERRER";"7";"VALENCIA";"2";"CHULILLA,20";"21";"46011";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"219";"2013"
"SAN ALBERTO MAGNO";"205014";"SAN ALBERTO MAGNO";"5";"VALENCIA";"2";"MENÉNDEZ PELAYO, 27";"21";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"INTERPARROQUIAL DE DENIA";"8347";"INTERPARROQUIAL DE DENIA";"34";"DENIA";"8";;"13";;;;;;;;;;;;;;;;;;;;;;;;;;;"1986";"700";;;"497";;;;;"1408";"4591";"3345";;"19791";"546";;;;;;"700";;;;;;"24382";;;"219";"2013"
"INTERPARROQUIAL OLIVA";"8328";"INTERPARROQUIAL OLIVA";"32";"OLIVA";"8";;"16";;;;;;;;;;;;;;;;;;;;;;;;;;;"18581";;;;;;"14500";"2500";;"31436";"67017";;;"45800";;;;"1928";;"1766";;;;;;"5246";"54740";;;"219";"2013"
